user_id,age,income_bracket,device_type,user_type,region,tech_savviness,filed_2023,time_to_complete_2023,sessions_2023,support_tickets_2023,early_login_2024,used_smart_assistant,filed_2024,time_to_complete_2024,sessions_2024,support_tickets_2024,satisfaction_2024,time_improvement,session_improvement
user_000066,23,<30k,desktop,returning,West,48,True,60,1,0,True,False,False,0,0,0,,60,1
user_000067,34,100k-150k,desktop,returning,South,76,True,90,1,1,False,True,True,79,1,0,6.2716973416840816,11,0
user_000068,44,75k-100k,desktop,returning,South,29,True,174,6,0,True,False,True,147,2,0,4.976377820522917,27,4
user_000069,49,<30k,desktop,new,West,37,False,0,0,0,False,False,True,129,1,0,7.4718064225383465,-129,-1
user_000070,55,75k-100k,desktop,returning,East,43,True,66,5,0,True,False,True,58,3,0,7.456570552729276,8,2
user_000071,48,30k-50k,tablet,new,South,45,True,78,2,0,True,False,True,41,3,0,6.68561456770016,37,-1
user_000072,66,<30k,desktop,returning,East,39,True,69,4,0,True,True,True,72,3,0,10.0,-3,1
user_000073,77,50k-75k,desktop,returning,South,17,True,130,1,0,False,False,True,126,2,0,7.679181122062957,4,-1
user_000074,33,30k-50k,mobile,returning,East,72,False,0,0,0,False,True,True,82,1,0,6.86125832240735,-82,-1
user_000075,59,>150k,tablet,returning,East,41,True,80,1,0,False,True,True,55,1,0,8.499004203543272,25,0
user_000076,25,75k-100k,mobile,returning,South,92,True,51,6,0,True,True,True,48,4,0,10.0,3,2
user_000077,62,100k-150k,desktop,new,West,52,False,0,0,0,False,True,True,90,4,0,8.612331573402944,-90,-4
user_000078,43,>150k,mobile,returning,East,83,True,101,4,0,False,False,True,90,3,0,6.689894905247411,11,1
user_000079,45,50k-75k,mobile,new,South,45,True,55,3,0,True,True,True,69,3,0,7.065176694176017,-14,0
user_000080,28,75k-100k,desktop,returning,West,77,True,99,2,0,True,True,True,49,2,0,9.168963871177397,50,0
user_000081,21,>150k,desktop,new,Midwest,99,False,0,0,0,True,True,True,105,1,0,5.804440061303554,-105,-1
user_000082,62,<30k,desktop,returning,South,21,True,157,1,0,False,False,False,0,0,0,,157,1
user_000083,54,50k-75k,desktop,returning,East,70,True,85,1,1,True,True,True,41,1,0,9.436051816246009,44,0
user_000084,60,75k-100k,mobile,new,West,18,True,142,5,0,False,False,True,112,7,0,6.09814540018825,30,-2
user_000085,67,50k-75k,mobile,returning,East,36,True,59,3,0,True,True,True,28,1,0,7.79621637737221,31,2
user_000086,19,50k-75k,desktop,returning,South,64,True,92,3,0,False,False,True,86,2,0,8.980469134003432,6,1
user_000087,25,50k-75k,tablet,returning,East,80,True,148,3,0,True,True,False,0,0,0,,148,3
user_000088,50,<30k,mobile,new,West,35,False,0,0,0,False,True,False,0,0,0,,0,0
user_000089,30,30k-50k,mobile,returning,East,77,True,36,4,0,False,True,True,25,2,0,8.948345532842835,11,2
user_000090,43,30k-50k,mobile,new,East,34,True,114,3,1,False,False,False,0,0,0,,114,3
user_000091,34,30k-50k,mobile,returning,Midwest,68,False,0,0,0,True,True,True,122,2,1,8.552363648266395,-122,-2
user_000092,54,100k-150k,desktop,new,East,76,True,79,1,0,False,True,True,51,1,0,7.994063635515693,28,0
user_000093,22,30k-50k,mobile,returning,East,90,True,37,2,0,True,True,False,0,0,0,,37,2
user_000094,53,50k-75k,desktop,new,East,54,True,99,2,0,False,True,True,75,3,0,7.63895354553017,24,-1
user_000095,20,50k-75k,desktop,new,East,73,True,108,1,0,False,True,True,97,1,0,9.397920067858044,11,0
user_000096,35,30k-50k,mobile,new,East,33,True,165,5,0,True,False,True,159,10,0,4.558507831858899,6,-5
user_000097,44,<30k,desktop,returning,Midwest,57,True,98,7,0,False,False,True,85,3,0,6.848843255603754,13,4
user_000098,29,<30k,desktop,returning,Midwest,52,True,103,1,0,True,True,True,69,1,0,9.9067283941329,34,0
user_000099,24,30k-50k,mobile,returning,Midwest,73,True,70,1,0,True,True,True,57,1,1,10.0,13,0
user_000100,36,<30k,mobile,new,West,37,False,0,0,0,False,False,False,0,0,0,,0,0
user_000101,49,30k-50k,desktop,new,East,49,True,147,2,1,False,False,True,155,3,0,6.722897953335722,-8,-1
user_000102,36,<30k,mobile,returning,South,46,True,107,2,0,False,False,True,120,1,0,7.018617256051884,-13,1
user_000103,19,30k-50k,desktop,returning,Midwest,73,True,41,2,0,True,True,True,23,1,1,7.063829281732606,18,1
user_000104,20,75k-100k,mobile,new,East,70,True,130,1,0,True,True,True,101,1,0,6.740434796165101,29,0
user_000105,44,<30k,desktop,new,Midwest,16,False,0,0,0,False,False,False,0,0,0,,0,0
user_000106,60,50k-75k,mobile,new,West,36,True,73,6,0,False,False,False,0,0,0,,73,6
user_000107,18,30k-50k,desktop,returning,Midwest,53,True,112,3,0,True,True,True,116,2,0,6.2282436300538375,-4,1
user_000108,50,30k-50k,desktop,returning,South,35,True,108,5,0,False,False,False,0,0,0,,108,5
user_000109,62,100k-150k,mobile,new,Midwest,48,True,131,7,0,False,True,True,87,7,0,6.1113029456067185,44,0
user_000110,50,<30k,desktop,new,West,43,True,152,5,2,False,False,True,136,6,0,7.751408718031691,16,-1
user_000111,63,75k-100k,desktop,returning,South,23,True,112,5,0,False,True,True,108,4,0,7.8907089675763675,4,1
user_000112,45,50k-75k,mobile,returning,East,75,True,73,2,0,True,True,True,34,2,0,9.25201918842327,39,0
user_000113,48,30k-50k,desktop,returning,East,61,True,78,3,0,True,False,True,64,3,0,6.355134655074495,14,0
user_000114,50,<30k,desktop,returning,East,33,True,144,6,0,True,True,True,128,3,0,6.311667919384197,16,3
user_000115,38,75k-100k,desktop,returning,South,32,True,142,1,0,True,False,True,138,1,1,6.16690616328797,4,0
user_000116,52,30k-50k,desktop,new,Midwest,50,True,167,4,1,True,True,True,89,2,0,7.474506264868509,78,2
user_000117,40,30k-50k,desktop,new,South,30,True,146,1,1,False,False,True,138,1,0,6.099762619484806,8,0
user_000118,58,75k-100k,mobile,new,Midwest,50,True,101,2,0,False,False,True,97,3,0,7.176246786575151,4,-1
user_000119,18,75k-100k,desktop,new,East,92,False,0,0,0,False,True,False,0,0,0,,0,0
user_000120,80,50k-75k,desktop,new,Midwest,31,False,0,0,0,True,True,True,99,1,0,8.51401046079287,-99,-1
user_000121,52,<30k,desktop,returning,Midwest,38,True,84,1,0,True,True,True,37,1,0,7.835843714291191,47,0
user_000122,68,75k-100k,mobile,returning,Midwest,22,False,0,0,0,False,True,True,110,1,0,8.639848781479175,-110,-1
user_000123,45,100k-150k,desktop,returning,West,91,False,0,0,0,True,True,True,96,1,0,8.646826460726484,-96,-1
user_000124,29,50k-75k,mobile,new,East,45,True,73,3,0,True,True,True,57,4,0,7.8298909351669534,16,-1
user_000125,39,50k-75k,desktop,new,East,75,True,86,2,0,False,True,True,52,1,0,9.768718182162205,34,1
user_000126,18,30k-50k,desktop,new,West,79,True,105,1,0,False,True,True,74,2,0,9.334882746510676,31,-1
user_000127,40,100k-150k,mobile,returning,Midwest,43,True,97,2,0,False,True,True,101,2,0,8.252595558705805,-4,0
user_000128,45,<30k,tablet,returning,Midwest,34,True,58,3,0,False,True,False,0,0,0,,58,3
user_000129,44,30k-50k,desktop,new,West,51,True,174,7,0,False,False,True,182,10,0,6.097237054734267,-8,-3
user_000130,18,50k-75k,mobile,returning,East,86,True,94,5,0,True,True,True,100,6,0,7.412702682076772,-6,-1
user_000131,23,50k-75k,desktop,new,West,68,False,0,0,0,True,True,False,0,0,0,,0,0
user_000132,59,75k-100k,mobile,new,West,64,True,177,3,0,False,True,True,174,1,0,8.576644553393965,3,2
user_000133,37,<30k,mobile,new,Midwest,42,True,168,2,0,True,False,True,161,2,0,6.7505590190997,7,0
user_000134,55,75k-100k,mobile,new,West,66,True,131,3,0,True,False,True,136,5,0,5.970737838637299,-5,-2
user_000135,53,100k-150k,mobile,returning,West,70,True,84,4,0,True,True,True,94,1,0,10.0,-10,3
user_000136,49,<30k,mobile,new,West,31,False,0,0,0,True,False,False,0,0,0,,0,0
user_000137,34,50k-75k,desktop,returning,East,48,True,106,2,0,True,True,True,109,2,0,8.383747993467239,-3,0
user_000138,18,50k-75k,mobile,returning,East,95,True,106,1,0,True,True,False,0,0,0,,106,1
user_000139,44,30k-50k,desktop,returning,West,76,True,67,2,0,True,True,True,64,3,0,7.909641290811724,3,-1
user_000140,49,100k-150k,desktop,returning,West,49,True,116,4,0,True,True,True,92,4,0,7.502732249641721,24,0
user_000141,45,75k-100k,mobile,new,South,50,True,192,3,0,False,True,True,165,2,0,7.815313727630375,27,1
user_000142,47,30k-50k,mobile,new,South,30,True,126,2,0,True,True,True,125,1,0,9.33394658181045,1,1
user_000143,48,30k-50k,desktop,returning,South,59,True,72,2,0,False,True,True,73,3,1,8.991477787954961,-1,-1
user_000144,18,75k-100k,desktop,new,South,45,True,129,2,0,False,False,True,130,2,0,8.782341511463368,-1,0
user_000145,47,50k-75k,mobile,new,Midwest,33,True,114,1,0,False,False,True,142,1,0,8.326368027214734,-28,0
user_000146,30,30k-50k,mobile,new,East,85,True,120,2,1,False,True,True,96,2,0,5.856532765479114,24,0
user_000147,32,50k-75k,desktop,returning,South,75,True,117,5,0,False,False,False,0,0,0,,117,5
user_000148,80,<30k,mobile,returning,West,33,True,119,6,0,True,True,True,66,8,0,8.01030576620982,53,-2
user_000149,44,30k-50k,desktop,new,West,86,True,85,1,0,True,True,True,74,3,0,9.914177144542899,11,-2
user_000150,54,75k-100k,mobile,new,South,59,True,85,3,0,False,False,True,73,4,0,6.314449732409981,12,-1
user_000151,43,30k-50k,desktop,returning,West,69,True,114,4,0,True,False,True,120,6,0,6.2434109175716825,-6,-2
user_000152,53,30k-50k,desktop,returning,Midwest,61,True,114,5,0,True,False,True,110,3,0,7.46958327029949,4,2
user_000153,51,75k-100k,desktop,new,East,53,True,104,2,0,False,False,True,111,3,0,8.221891584295422,-7,-1
user_000154,28,30k-50k,desktop,returning,West,95,True,38,3,0,True,True,True,49,5,0,8.777657859811116,-11,-2
user_000155,45,100k-150k,tablet,returning,East,65,True,81,7,0,True,True,True,59,2,0,10.0,22,5
user_000156,38,30k-50k,desktop,new,Midwest,40,False,0,0,0,False,True,True,93,1,1,5.113916540107748,-93,-1
user_000157,42,<30k,desktop,new,Midwest,28,True,181,4,0,False,False,True,201,3,0,6.97146457688494,-20,1
user_000158,49,50k-75k,desktop,new,Midwest,58,True,122,1,0,False,False,True,128,1,0,6.008906391925413,-6,0
user_000159,46,30k-50k,mobile,returning,West,75,True,63,6,0,True,True,True,44,5,0,8.542736489145463,19,1
user_000160,37,100k-150k,desktop,returning,East,86,True,30,3,0,False,True,True,35,4,1,7.902282354462197,-5,-1
user_000161,38,50k-75k,desktop,returning,South,66,True,82,3,0,True,True,True,68,3,0,7.917384373406323,14,0
user_000162,24,50k-75k,desktop,new,West,66,True,157,2,0,True,True,True,144,1,0,7.296689995736449,13,1
user_000163,44,30k-50k,mobile,new,West,63,True,118,2,1,False,True,True,69,2,1,6.978609923264644,49,0
user_000164,59,50k-75k,desktop,new,South,26,True,85,5,0,True,False,True,141,6,0,4.3310614148097155,-56,-1
user_000165,47,100k-150k,desktop,returning,West,82,True,50,2,0,True,True,True,49,3,0,9.134452683682076,1,-1
user_000166,35,75k-100k,desktop,new,West,51,True,132,2,0,False,False,True,154,1,0,8.930330882343121,-22,1
user_000167,66,75k-100k,mobile,new,South,21,True,172,3,0,True,True,True,96,1,0,8.820995850330746,76,2
user_000168,48,75k-100k,mobile,returning,West,37,True,87,4,0,False,False,True,87,4,0,7.5223122972531575,0,0
user_000169,35,50k-75k,desktop,new,South,39,True,104,9,0,False,False,True,68,5,0,7.549208234956577,36,4
user_000170,54,100k-150k,tablet,returning,South,90,True,74,4,0,True,True,True,35,3,0,7.590466388756354,39,1
user_000171,44,<30k,mobile,returning,East,66,True,127,3,0,True,True,True,156,1,0,7.106773921242953,-29,2
user_000172,44,<30k,mobile,returning,West,67,False,0,0,0,False,True,True,66,1,0,6.142142312709072,-66,-1
user_000173,55,50k-75k,desktop,returning,East,77,True,44,5,1,True,False,True,68,3,0,8.473636251529761,-24,2
user_000174,57,30k-50k,desktop,returning,Midwest,37,True,128,3,0,True,False,True,114,1,0,6.362737315322106,14,2
user_000175,42,75k-100k,desktop,returning,South,47,True,30,1,0,False,False,True,37,1,0,6.107225895381013,-7,0
user_000176,45,30k-50k,desktop,new,South,64,False,0,0,0,True,True,True,82,1,0,8.685549764908867,-82,-1
user_000177,24,<30k,mobile,returning,South,66,True,127,1,0,True,True,True,69,1,0,7.721190109744716,58,0
user_000178,48,75k-100k,desktop,returning,West,83,True,58,3,0,True,True,True,69,3,0,7.843024361425138,-11,0
user_000179,38,>150k,mobile,returning,South,62,True,74,1,0,True,True,True,101,1,0,8.25753190619141,-27,0
user_000180,62,30k-50k,desktop,new,Midwest,7,False,0,0,0,False,False,True,116,1,0,3.720583344157822,-116,-1
user_000181,36,<30k,desktop,returning,South,40,True,38,4,1,False,True,False,0,0,0,,38,4
user_000182,68,75k-100k,mobile,new,East,34,True,164,4,1,True,False,True,161,4,0,6.812479963808624,3,0
user_000183,23,75k-100k,mobile,new,South,32,True,145,1,0,True,True,True,130,1,0,10.0,15,0
user_000184,48,30k-50k,desktop,returning,West,51,True,78,2,0,True,True,True,23,3,0,6.967125003925594,55,-1
user_000185,54,75k-100k,mobile,returning,West,58,True,108,1,0,True,True,True,63,1,0,7.044723034735239,45,0
user_000186,44,50k-75k,desktop,returning,East,53,True,111,1,0,True,True,True,71,1,0,9.58660057546535,40,0
user_000187,26,100k-150k,mobile,new,West,100,True,115,4,0,True,True,True,90,5,0,7.815493559385168,25,-1
user_000188,50,100k-150k,desktop,returning,West,81,True,35,4,0,True,True,True,41,5,0,7.666777766699649,-6,-1
user_000189,47,75k-100k,desktop,returning,Midwest,55,True,78,5,0,False,False,True,105,7,0,7.351081666073951,-27,-2
user_000190,34,75k-100k,desktop,new,West,100,True,93,3,0,False,True,True,52,1,0,8.46801738425074,41,2
user_000191,57,30k-50k,desktop,new,Midwest,20,False,0,0,0,True,False,True,129,2,0,7.47981542855383,-129,-2
user_000192,38,30k-50k,desktop,new,West,23,False,0,0,0,False,False,True,159,1,0,7.67149621265786,-159,-1
user_000193,30,75k-100k,mobile,returning,South,64,True,134,1,0,True,True,True,121,1,1,9.20448276461414,13,0
user_000194,67,30k-50k,tablet,new,East,48,False,0,0,0,False,False,True,100,2,0,7.822551620942066,-100,-2
user_000195,41,50k-75k,mobile,new,East,39,True,128,4,0,False,False,True,98,2,1,8.571983788753883,30,2
user_000196,71,<30k,mobile,returning,West,44,False,0,0,0,False,False,True,81,2,0,6.541921033070005,-81,-2
user_000197,65,100k-150k,mobile,new,West,73,True,127,4,0,True,False,True,136,8,1,6.466428504363471,-9,-4
user_000198,55,<30k,desktop,new,East,45,False,0,0,0,True,True,True,87,1,0,8.184408824677027,-87,-1
user_000199,64,75k-100k,desktop,new,South,32,True,170,2,0,False,False,True,180,1,0,6.131101363737284,-10,1
user_000200,35,50k-75k,desktop,returning,Midwest,37,True,81,3,0,True,True,True,80,4,0,8.874014255683452,1,-1
user_000201,52,100k-150k,mobile,returning,East,56,True,30,3,0,False,False,True,20,4,0,7.206762996356224,10,-1
user_000202,45,75k-100k,desktop,returning,Midwest,46,False,0,0,0,True,False,True,121,1,0,8.4307585366471,-121,-1
user_000203,41,30k-50k,desktop,new,West,34,False,0,0,0,False,True,False,0,0,0,,0,0
user_000204,26,100k-150k,desktop,returning,East,63,True,66,1,0,False,True,True,56,1,0,9.166936382265176,10,0
user_000205,70,>150k,mobile,returning,Midwest,38,True,90,3,0,False,True,True,91,5,0,7.403174754303088,-1,-2
user_000206,54,50k-75k,desktop,returning,East,26,True,165,2,0,True,True,True,108,1,0,9.60398882931078,57,1
user_000207,35,100k-150k,mobile,returning,Midwest,65,True,124,2,0,True,True,True,72,1,1,7.511345950146692,52,1
user_000208,44,75k-100k,desktop,new,West,77,True,40,1,0,False,True,True,32,1,0,8.663459932063164,8,0
user_000209,62,30k-50k,desktop,returning,East,8,True,151,3,0,True,True,True,122,2,0,6.954568363990844,29,1
user_000210,25,30k-50k,mobile,returning,East,87,True,31,1,0,False,True,True,40,1,0,8.573589396450874,-9,0
user_000211,46,75k-100k,mobile,returning,East,30,False,0,0,0,False,False,True,102,1,0,8.47542443163986,-102,-1
user_000212,67,30k-50k,desktop,returning,West,57,True,67,1,0,False,False,True,87,1,0,5.6816899090977415,-20,0
user_000213,40,30k-50k,mobile,new,Midwest,76,True,90,1,0,False,True,True,89,2,0,7.295623574672496,1,-1
user_000214,41,100k-150k,desktop,returning,South,57,True,83,5,0,True,True,True,86,2,0,9.525828977184727,-3,3
user_000215,55,30k-50k,mobile,returning,South,43,True,55,2,0,False,False,True,34,1,0,8.201699667171964,21,1
user_000216,58,30k-50k,desktop,new,West,50,True,154,5,0,True,False,True,154,3,0,7.226075389187668,0,2
user_000217,61,50k-75k,desktop,returning,Midwest,14,True,161,1,1,False,False,True,118,1,0,6.524875076664038,43,0
user_000218,35,30k-50k,desktop,returning,West,88,True,80,1,0,True,True,True,104,1,1,7.239537031170725,-24,0
user_000219,47,100k-150k,mobile,returning,South,65,True,43,2,0,False,True,True,49,1,0,8.838182545035728,-6,1
user_000220,61,50k-75k,desktop,returning,Midwest,47,True,97,4,0,True,True,True,51,5,0,7.548877136103705,46,-1
user_000221,49,30k-50k,desktop,returning,Midwest,33,True,49,4,0,True,True,True,53,2,0,5.693223073455242,-4,2
user_000222,49,>150k,mobile,returning,East,71,True,65,4,0,True,True,True,84,3,0,9.35205702366334,-19,1
user_000223,62,50k-75k,desktop,returning,East,16,False,0,0,0,True,False,False,0,0,0,,0,0
user_000224,42,100k-150k,desktop,returning,East,66,True,102,1,0,True,True,True,57,1,0,8.280419345184773,45,0
user_000225,68,50k-75k,mobile,new,East,22,True,162,5,1,False,False,True,161,3,0,4.429942733234201,1,2
user_000226,69,50k-75k,mobile,new,East,50,True,179,2,0,False,False,True,149,2,0,8.42701535243522,30,0
user_000227,18,75k-100k,desktop,returning,South,99,True,46,3,0,True,True,True,37,3,0,9.468686143991874,9,0
user_000228,60,<30k,mobile,returning,East,61,True,105,1,0,True,True,True,73,1,0,8.97278302349453,32,0
user_000229,56,75k-100k,desktop,returning,Midwest,34,True,68,4,0,False,False,True,96,5,0,7.220190079545373,-28,-1
user_000230,33,30k-50k,desktop,new,South,60,True,96,1,0,True,True,True,96,1,0,7.242018170583627,0,0
user_000231,47,50k-75k,mobile,new,East,70,False,0,0,0,False,True,True,91,1,0,9.463243162889666,-91,-1
user_000232,30,30k-50k,desktop,returning,East,66,True,76,1,0,True,True,True,94,1,0,7.0229063456801315,-18,0
user_000233,35,30k-50k,desktop,new,East,54,False,0,0,0,False,False,False,0,0,0,,0,0
user_000234,48,50k-75k,mobile,returning,East,70,True,106,1,0,True,False,True,93,3,0,8.097345971301333,13,-2
user_000235,45,<30k,desktop,returning,Midwest,35,True,65,5,1,False,False,True,117,5,0,7.062248056865214,-52,0
user_000236,26,30k-50k,mobile,returning,East,59,True,84,2,0,False,False,True,112,3,0,8.127887983998912,-28,-1
user_000237,34,75k-100k,mobile,returning,East,74,True,37,2,0,False,True,True,68,1,0,8.72984796064445,-31,1
user_000238,54,75k-100k,desktop,returning,West,66,True,124,5,1,True,False,True,108,3,0,6.536434601826512,16,2
user_000239,59,30k-50k,mobile,new,Midwest,63,True,103,3,0,False,False,True,82,5,0,8.005301988263767,21,-2
user_000240,32,30k-50k,mobile,returning,East,94,True,90,1,0,True,True,True,53,2,0,9.138578804336571,37,-1
user_000241,53,50k-75k,desktop,returning,South,69,True,55,1,0,True,True,True,28,1,0,7.212841830418761,27,0
user_000242,36,30k-50k,mobile,new,South,29,True,192,2,0,False,False,True,209,1,0,7.084384042206849,-17,1
user_000243,48,30k-50k,mobile,new,East,26,True,148,4,0,True,False,True,109,3,0,8.37414936679986,39,1
user_000244,63,100k-150k,desktop,returning,East,31,True,77,3,0,True,True,True,74,4,0,6.695311593506402,3,-1
user_000245,34,>150k,desktop,returning,Midwest,79,True,73,2,1,False,True,True,49,1,0,6.104729089319334,24,1
